CET Number,Physics,Chemistry,Math,Total
402031062,31,25,21,77
402031063,16,19,9,44
402031064,20,23,15,58
402031065,27,18,18,63
402031066,20,16,19,55
402031067,23,25,18,66
402031068,20,20,14,54
402031069,23,23,22,68
402031070,26,19,19,64
402031071,24,26,13,63
402031072,17,29,19,65
402031073,17,15,21,53
402031074,26,30,25,81
402031075,27,22,20,69
402031076,17,20,21,58
402031077,12,16,16,44
402031078,17,17,17,51
402031079,21,22,18,61
402031080,11,18,16,45
402031081,22,15,20,57
402031082,24,21,-,-
402031083,19,25,18,62
402031084,34,24,32,90
402031085,19,23,13,55
402031086,19,22,23,64
402031087,20,23,18,61
402031088,22,16,15,53
402031089,40,42,31,113
402031090,21,19,18,58
402031091,29,28,17,74
402031092,16,15,18,49
402031093,26,30,27,83
402031094,33,35,28,96
402031095,18,17,16,51
402031096,15,16,19,50
402031097,20,24,12,56
402031098,18,15,15,48
402031099,19,16,14,49
402031100,16,14,13,43
402031101,23,26,19,68
402031102,20,20,21,61
402031103,20,20,16,56
402031104,24,28,20,72
402031105,13,18,18,49
402031106,13,25,15,53
402031107,18,12,15,45
402031108,16,9,22,47
402031109,-,19,18,-
402031110,27,22,16,65
402031111,16,15,13,44
402031112,12,18,12,42
402031113,35,39,18,92
402031114,13,16,11,40
402031115,26,20,15,61
402031117,21,24,26,71
402031118,21,25,24,70
402031119,15,26,14,55
402031120,27,16,12,55
402031121,23,21,14,58
402031122,17,24,20,61
402031123,22,27,16,65
402031124,12,22,19,53
402031125,34,42,27,103
402031126,21,22,17,60
402031127,15,11,14,40
402031128,26,19,15,60
402031129,15,21,10,46
402031130,21,21,13,55
402031131,19,20,16,55
402031132,-,22,19,-
402031133,23,22,22,67
402031134,16,16,17,49
402031135,39,37,37,113
402031136,11,20,19,50
402031137,40,32,27,99
402031138,20,25,23,68
402031139,14,22,16,52
402031140,27,25,19,71
402031141,24,25,22,71
402031142,22,16,16,54
402031143,41,39,-,-
402031144,21,25,19,65
402031145,11,22,16,49
402031146,14,18,13,45
402031147,15,19,16,50
402031148,21,24,23,68
402031149,19,24,13,56
402031150,14,18,19,51
402031151,18,17,14,49
402031153,27,23,16,66
402031154,24,16,17,57
402031155,15,19,16,50
402031156,22,18,22,62
402031157,10,14,16,40
402031158,22,-,16,-
402031159,27,19,24,70
402031160,17,14,23,54
402031161,20,20,17,57
402031162,15,21,13,49
402031163,17,24,19,60
402031164,22,13,13,48
402031165,23,23,17,63
402031167,18,13,16,47
402031168,11,16,16,43
402031169,28,23,19,70
402031170,15,21,14,50
402031171,27,28,25,80
402031172,15,19,16,50
402031173,22,20,14,56
402031174,47,48,32,127
402031175,18,22,18,58
402031176,24,26,13,63
402031177,20,13,19,52
402031178,18,23,17,58
402031179,29,36,15,80
402031180,28,23,21,72
402031181,16,16,21,53
402031182,22,18,12,52
402031183,17,18,17,52
402031184,16,15,11,42
402031185,17,21,13,51
402031186,31,46,-,-
402031187,25,18,14,57
402031188,19,19,13,51
402031190,16,28,17,61
402031191,20,24,15,59
402031192,19,18,14,51
402031193,19,20,21,60
402031194,29,24,16,69
402031195,-,23,17,-
402031196,21,22,17,60
402031197,14,23,11,48
402031198,16,24,16,56
402031199,21,14,12,47
402031200,23,23,20,66
402031201,9,15,19,43
402031202,11,17,22,50
402031203,30,20,15,65
402031204,24,16,17,57
402031205,27,20,24,71
402031206,22,27,21,70
402031207,12,25,18,55
402031208,40,47,-,-
402031209,19,20,11,50
402031210,27,24,23,74
402031211,17,21,15,53
402031212,22,17,20,59
402031213,19,15,11,45
402031214,17,20,16,53
402031215,20,15,13,48
402031216,15,17,14,46
402031217,24,20,-,-
402031218,21,11,-,-
402031219,22,28,16,66
402031220,19,22,17,58
402031221,15,14,13,42
402031222,19,-,-,-
402031223,19,14,12,45
402031224,8,19,17,44
402031225,24,14,13,51
402031226,13,15,16,44
402031227,20,15,15,50
402031228,12,25,16,53
402031229,14,19,12,45
402031230,19,17,16,52
402031231,19,17,12,48
402031232,20,14,15,49
402031233,22,22,14,58
402031234,25,16,19,60
402031235,16,11,17,44
402031237,17,15,25,57
402031238,31,26,21,78
402031239,14,15,16,45
402031240,19,22,22,63
402031241,18,18,16,52
402031242,20,25,16,61
402031243,17,14,12,43
402031244,18,13,19,50
402031245,23,15,23,61
402031246,17,10,12,39
402031247,21,17,15,53
402031248,17,14,-,-
402031249,14,24,8,46
402031250,16,16,20,52
402031251,49,15,23,87
402031252,18,21,19,58
402031253,17,16,16,49
402031254,14,17,19,50
402031255,-,18,9,-
402031256,21,18,12,51
402031257,23,27,14,64
402031258,18,14,11,43
402031259,24,27,16,67
402031260,-,26,17,-
402031261,21,19,10,50
402031262,19,17,18,54
402031263,16,22,15,53
402031264,19,18,16,53
402031265,27,23,14,64
402031266,24,28,30,82
402031267,43,47,28,118
402031268,11,12,15,38
402031269,23,27,18,68
402031270,19,15,16,50
402031271,20,20,18,58
402031272,21,-,19,-
402031273,16,17,18,51
402031274,34,38,24,96
402031275,24,17,19,60
402031276,13,17,16,46
402031277,30,26,18,74
402031279,18,16,18,52
402031280,20,24,19,63
402031282,10,25,18,53
402031283,15,17,23,55
402031284,21,19,11,51
402031285,23,25,19,67
402031286,23,15,12,50
402031287,12,10,21,43
402031302,28,-,-,-
402031772,-,21,-,-
403030352,-,17,-,-
403030440,-,-,16,-
403031001,27,23,25,75
403031002,25,31,24,80
403031003,51,47,52,150
403031004,17,15,18,50
403031005,22,30,-,-
403031006,22,25,31,78
403031007,31,31,26,88
403031008,18,21,18,57
403031009,26,24,24,74
403031010,29,33,31,93
403031011,20,21,11,52
403031012,16,13,24,53
403031013,17,17,20,54
403031014,24,35,33,92
403031015,12,18,28,58
403031016,21,29,24,74
403031017,25,33,20,78
403031018,21,23,18,62
403031019,25,28,23,76
403031020,16,13,22,51
403031021,17,18,16,51
403031022,25,31,25,81
403031023,23,25,30,78
403031024,29,29,35,93
403031025,15,18,11,44
403031026,18,24,13,55
403031027,15,17,22,54
403031028,22,21,26,69
403031029,20,28,20,68
403031030,34,31,28,93
403031031,26,24,25,75
403031032,18,20,14,52
403031033,29,36,31,96
403031034,19,23,12,54
403031035,11,17,12,40
403031036,46,46,45,137
403031037,25,26,21,72
403031038,19,17,17,53
403031039,28,30,24,82
403031040,27,15,21,63
403031041,16,25,18,59
403031042,19,21,17,57
403031043,21,21,13,55
403031044,44,37,44,125
403031045,22,25,19,66
403031046,21,22,22,65
403031047,43,45,34,122
403031048,17,19,12,48
403031049,28,19,18,65
403031050,24,28,21,73
403031051,18,14,18,50
403031052,21,14,27,62
403031053,17,20,11,48
403031054,20,19,18,57
403031055,45,40,50,135
403031056,21,21,17,59
403031057,21,22,23,66
403031058,22,32,31,85
403031059,20,18,14,52
403031060,13,14,11,38
403031061,26,25,18,69
403031062,16,34,26,76
403031063,19,18,18,55
403031064,18,17,18,53
403031065,25,20,26,71
403031066,28,29,35,92
403031067,32,32,32,96
403031068,26,17,16,59
403031069,19,22,13,54
403031070,34,32,38,104
403031071,-,11,19,-
403031072,24,23,21,68
403031073,14,16,16,46
403031074,20,21,15,56
403031075,22,16,21,59
403031076,21,18,21,60
403031077,14,18,18,50
403031078,22,16,19,57
403031079,30,26,29,85
403031080,33,24,36,93
403031081,20,13,13,46
403031082,54,54,57,165
403031083,7,14,16,37
403031084,24,29,27,80
403031085,42,32,38,112
403031086,22,26,15,63
403031087,50,42,47,139
403031088,42,41,38,121
403031089,19,22,18,59
403031090,14,21,20,55
403031091,19,23,15,57
403031092,18,17,17,52
403031093,21,19,19,59
403031094,17,19,15,51
403031095,19,15,18,52
403031096,13,17,17,47
403031097,20,16,7,43
403031098,20,12,15,47
403031099,22,24,23,69
403031100,26,25,23,74
403031101,18,22,13,53
403031102,21,15,8,44
403031103,32,24,25,81
403031104,25,21,18,64
403031105,22,18,19,59
403031106,24,27,29,80
403031107,28,26,28,82
403031108,20,17,18,55
403031109,21,22,27,70
403031110,35,31,25,91
403031111,26,29,27,82
403031112,11,14,17,42
403031113,20,24,30,74
403031114,14,15,19,48
403031115,21,28,20,69
403031116,20,22,22,64
403031117,19,22,18,59
403031118,20,20,24,64
403031119,20,18,22,60
403031120,36,38,34,108
403031121,21,23,16,60
403031122,16,26,16,58
403031123,32,34,22,88
403031124,18,20,20,58
403031125,23,15,20,58
403031126,18,20,13,51
403031127,14,21,19,54
403031128,15,17,12,44
403031129,15,14,23,52
403031131,21,25,14,60
403031132,26,22,12,60
403031133,14,20,10,44
403031134,26,24,22,72
403031135,23,25,20,68
403031136,27,28,22,77
403031137,22,21,16,59
403031138,24,24,23,71
403031139,20,20,22,62
403031140,33,28,38,99
403031141,19,19,13,51
403031142,42,27,32,101
403031143,40,26,32,98
403031144,18,17,20,55
403031145,17,41,38,96
403031146,18,37,29,84
403031147,14,27,21,62
403031148,18,17,10,45
403031149,17,22,22,61
403031150,17,19,16,52
403031151,20,14,14,48
403031153,17,23,19,59
403031154,18,11,17,46
403031155,20,46,50,116
403031156,16,42,46,104
403031157,14,23,27,64
403031158,17,15,13,45
403031159,13,17,25,55
403031160,18,18,24,60
403031161,19,29,29,77
403031162,17,42,42,101
403031163,17,17,10,44
403031164,15,11,18,44
403031165,10,23,18,51
403031166,18,24,14,56
403031168,13,34,39,86
403031169,29,30,19,78
403031170,21,15,15,51
403031171,20,20,18,58
403031173,17,18,14,49
403031174,27,24,24,75
403031175,29,23,37,89
403031176,44,37,39,120
403031177,18,15,18,51
403031178,17,22,12,51
403031179,20,20,15,55
403031180,19,21,25,65
403031181,25,18,19,62
403031182,17,16,19,52
403031183,23,24,17,64
403031184,20,17,19,56
403031185,29,32,39,100
403031186,22,23,13,58
403031187,18,25,21,64
403031188,18,24,15,57
403031189,22,23,16,61
403031190,48,38,40,126
403031191,22,24,26,72
403031192,17,25,22,64
403031193,-,18,23,-
403031194,35,37,28,100
403031195,22,29,22,73
403031196,21,18,15,54
403031197,18,17,15,50
403031198,39,45,38,122
403031199,16,11,11,38
403031200,16,16,16,48
403031201,17,21,31,69
403031202,36,37,-,-
403031203,14,14,17,45
403031204,20,22,28,70
403031205,46,39,42,127
403031206,23,21,13,57
403031207,23,28,31,82
403031208,32,30,32,94
403031209,18,19,15,52
403031210,31,31,28,90
403031211,38,35,38,111
403031212,26,18,17,61
403031213,18,19,22,59
403031214,14,18,23,55
403031215,22,18,16,56
403031216,12,19,18,49
403031217,23,26,25,74
403031218,19,16,12,47
403031219,19,22,16,57
403031220,18,23,24,65
403031221,18,25,18,61
403031222,19,19,13,51
403031223,17,24,10,51
403031224,15,18,16,49
403031225,25,17,22,64
403031226,25,14,18,57
403031227,14,16,21,51
403031228,27,25,21,73
403031229,20,19,18,57
403031230,28,36,27,91
403031231,22,33,30,85
403031232,19,21,16,56
403031233,25,20,19,64
403031234,17,12,21,50
403031236,18,22,24,64
403031237,15,20,11,46
403031238,21,22,16,59
403031239,30,28,19,77
403031240,29,17,23,69
403031241,24,22,19,65
403031242,22,15,18,55
403031243,16,22,15,53
403031244,22,15,7,44
403031245,22,22,29,73
403031246,23,18,18,59
403031247,23,21,26,70
403031248,38,31,33,102
403031249,24,27,23,74
403031250,19,23,19,61
403031251,16,13,13,42
403031252,16,20,14,50
403031253,29,27,22,78
403031254,26,23,24,73
403031255,17,14,22,53
403031256,18,17,16,51
403031257,23,27,21,71
403031258,28,16,17,61
403031259,21,13,14,48
403031260,22,24,24,70
403031261,18,27,22,67
403031262,26,33,28,87
403031263,-,21,10,-
403031264,12,13,15,40
403031265,16,17,16,49
403031266,22,29,20,71
403031267,23,16,17,56
403031268,19,24,28,71
403031269,18,27,22,67
403031270,20,24,21,65
403031271,12,16,11,39
403031272,40,19,33,92
403031273,24,22,23,69
403031274,24,27,23,74
403031275,25,25,23,73
403031276,17,23,16,56
403031277,20,19,19,58
403031278,20,13,19,52
403031279,18,12,15,45
403031280,18,17,12,47
403031281,22,24,8,54
403031282,21,17,21,59
403031284,25,16,15,56
403031285,27,22,17,66
403031286,17,19,12,48
403031287,16,16,14,46
403031288,36,28,24,88
403031289,16,20,11,47
403031290,-,17,17,-
403031292,10,18,15,43
403031293,17,15,21,53
403031294,16,17,16,49
403031295,20,28,20,68
403031297,22,17,17,56
403031298,13,15,15,43
403031299,18,18,13,49
403031300,20,33,22,75
403031301,22,11,15,48
403031302,40,30,37,107
403031303,16,21,13,50
403031304,19,25,17,61
403031305,21,13,18,52
403031306,20,17,19,56
403031307,11,17,17,45
403031308,23,14,17,54
403031309,24,20,14,58
403031310,14,15,11,40
403031311,14,20,17,51
403031312,22,17,21,60
403031313,42,31,25,98
403031314,21,20,18,59
403031315,18,19,20,57
403031316,16,20,12,48
403031317,19,26,28,73
403031318,9,10,13,32
403031319,23,11,10,44
403031320,22,25,26,73
403031321,21,26,23,70
403031322,25,25,26,76
403031323,27,17,11,55
403031324,21,16,16,53
403031325,21,31,19,71
403031326,19,21,15,55
403031327,28,30,25,83
403031328,19,19,20,58
403031329,22,16,17,55
403031330,24,20,22,66
403031331,23,19,15,57
403031332,16,9,11,36
403031333,19,17,11,47
403031335,20,18,15,53
403031337,27,39,26,92
403031338,13,21,17,51
403031339,30,32,29,91
403031340,21,19,16,56
403031341,18,15,16,49
403031342,23,19,15,57
403031343,22,14,14,50
403031344,24,21,16,61
403031345,19,19,13,51
403031346,20,20,15,55
403031347,19,15,16,50
403031348,17,18,16,51
403031349,23,14,15,52
403031350,24,15,16,55
403031351,14,19,18,51
403031352,19,-,11,-
403031353,19,14,15,48
403031354,29,24,29,82
403031355,16,15,15,46
403031356,17,23,25,65
403031357,18,16,14,48
403031358,18,17,13,48
403031359,19,21,20,60
403031360,14,16,17,47
403031361,25,10,21,56
403031362,16,9,19,44
403031363,45,48,48,141
403031364,14,17,14,45
403031365,11,25,18,54
403031366,17,19,10,46
403031367,-,30,17,-
403031368,19,-,17,-
403031369,9,17,17,43
403031370,17,16,19,52
403031371,22,9,15,46
403031372,20,19,18,57
403031373,22,21,17,60
403031374,37,49,-,-
403031375,15,19,13,47
403031376,24,19,14,57
403031378,12,21,24,57
403031379,18,-,19,-
403031380,46,42,39,127
403031381,20,17,19,56
403031382,14,15,15,44
403031383,14,18,13,45
403031384,18,21,15,54
403031385,33,19,18,70
403031386,18,23,11,52
403031387,30,27,29,86
403031388,13,22,17,52
403031389,15,18,13,46
403031390,20,21,15,56
403031391,16,19,16,51
403031392,18,17,1,36
403031393,19,18,15,52
403031394,13,14,12,39
403031395,12,15,13,40
403031397,14,18,14,46
403031398,15,18,11,44
403031399,18,16,15,49
403031400,19,21,19,59
403031401,21,17,13,51
403031402,16,15,15,46
403031403,16,19,19,54
403031404,27,18,18,63
403031405,22,17,18,57
403031406,20,15,21,56
403031407,16,17,16,49
403031408,29,32,13,74
403031409,19,18,22,59
403031410,21,17,24,62
403031412,17,11,16,44
403031413,19,19,17,55
403031414,20,25,14,59
403031415,20,20,18,58
403031416,-,35,35,-
403031417,15,15,13,43
403031418,20,16,11,47
403031419,18,24,23,65
403031420,24,27,28,79
403031421,21,18,10,49
403031422,19,11,18,48
403031424,16,20,11,47
403031425,21,22,26,69
403031426,19,18,12,49
403031427,39,35,44,118
403031429,15,17,14,46
403031430,20,10,15,45
403031433,16,15,15,46
403031434,17,13,-,-
403031435,13,16,10,39
403031436,20,15,15,50
403031437,15,14,16,45
403031438,27,29,21,77
403031439,14,17,14,45
403031440,16,18,-,-
403031441,22,24,15,61
403031442,28,18,24,70
403031443,13,16,18,47
403031444,41,36,39,116
403031445,14,9,17,40
403034134,-,-,15,-
404030039,26,-,-,-
404031001,23,16,21,60
404031002,16,21,12,49
404031003,17,13,10,40
404031004,36,20,32,88
404031005,22,20,15,57
404031006,15,9,24,48
404031007,20,18,17,55
404031008,23,26,19,68
404031009,13,15,12,40
404031010,17,20,16,53
404031011,33,28,33,94
404031012,22,15,28,65
404031013,38,38,35,111
404031014,22,15,25,62
404031015,27,27,28,82
404031016,15,10,17,42
404031017,28,30,29,87
404031018,27,25,11,63
404031019,20,17,18,55
404031020,25,16,10,51
404031021,19,21,14,54
404031022,20,18,22,60
404031023,29,29,38,96
404031024,22,22,22,66
404031025,20,21,21,62
404031026,51,49,50,150
404031027,15,12,11,38
404031028,42,41,45,128
404031029,18,15,9,42
404031030,15,17,15,47
404031031,14,18,17,49
404031032,18,17,11,46
404031033,13,18,19,50
404031034,20,18,15,53
404031035,26,22,24,72
404031036,20,16,23,59
404031037,22,19,19,60
404031038,24,23,-,-
404031039,17,14,18,49
404031040,14,15,11,40
404031041,37,37,31,105
404031042,39,32,34,105
404031043,22,18,12,52
404031044,16,20,10,46
404031045,31,37,29,97
404031046,39,31,34,104
404031047,19,19,23,61
404031048,22,23,19,64
404031049,17,18,12,47
404031050,16,23,19,58
404031051,29,30,26,85
404031052,28,23,28,79
404031053,18,21,18,57
404031054,31,17,28,76
404031055,54,50,51,155
404031056,47,39,42,128
404031057,20,28,22,70
404031058,41,38,32,111
404031059,16,18,16,50
404031060,16,18,13,47
404031061,26,38,25,89
404031062,18,20,20,58
404031063,36,27,28,91
404031064,18,21,17,56
404031065,20,17,23,60
404031066,18,22,17,57
404031067,34,34,28,96
404031068,23,24,17,64
404031069,13,18,19,50
404031070,-,14,12,-
404031071,55,48,54,157
404031072,24,17,11,52
404031073,17,23,17,57
404031074,22,22,18,62
404031075,14,16,16,46
404031076,16,18,13,47
404031077,17,15,19,51
404031078,29,26,17,72
404031079,25,26,23,74
404031080,25,22,15,62
404031081,15,18,15,48
404031082,37,36,32,105
404031083,20,19,20,59
404031084,18,19,18,55
404031085,18,19,19,56
404031086,18,14,16,48
404031087,23,19,17,59
404031088,24,21,23,68
404031089,18,25,17,60
404031090,19,19,21,59
404031091,19,20,23,62
404031092,19,19,13,51
404031093,17,19,19,55
404031094,23,19,13,55
404031095,25,21,24,70
404031096,11,19,15,45
404031097,54,53,54,161
404031098,32,25,20,77
404031099,17,14,15,46
404031100,18,22,17,57
404031101,22,12,20,54
404031102,53,46,53,152
404031103,19,16,13,48
404031104,16,15,14,45
404031105,12,20,21,53
404031106,33,33,28,94
404031107,17,30,39,86
404031108,33,31,35,99
404031109,12,18,16,46
404031110,22,17,18,57
404031111,25,20,20,65
404031112,34,28,24,86
404031113,29,30,30,89
404031114,20,17,22,59
404031115,29,25,18,72
404031116,18,23,21,62
404031117,25,20,26,71
404031118,15,16,18,49
404031119,25,27,19,71
404031120,30,23,32,85
404031122,27,21,21,69
404031123,24,16,15,55
404031124,28,25,23,76
404031125,27,16,28,71
404031126,22,22,14,58
404031127,19,23,21,63
404031128,23,29,31,83
404031129,16,14,15,45
404031130,15,10,12,37
404031131,15,19,19,53
404031132,21,26,9,56
404031133,13,16,18,47
404031134,21,18,23,62
404031135,20,16,11,47
404031136,21,19,17,57
404031137,25,17,18,60
404031138,20,15,24,59
404031139,-,30,24,-
404031140,25,27,23,75
404031141,16,24,12,52
404031142,29,20,27,76
404031143,32,21,31,84
404031144,41,41,49,131
404031145,15,16,17,48
404031146,14,13,15,42
404031147,28,13,11,52
404031148,17,19,17,53
404031149,17,17,16,50
404031150,24,14,13,51
404031151,11,26,21,58
404031152,17,20,14,51
404031153,31,38,34,103
404031154,22,23,21,66
404031155,19,17,15,51
404031156,22,16,13,51
404031157,16,25,10,51
404031158,15,24,11,50
404031159,18,15,14,47
404031160,19,26,20,65
404031161,17,18,15,50
404031162,17,22,16,55
404031163,17,19,20,56
404031164,17,21,15,53
404031165,26,14,30,70
404031166,11,17,15,43
404031167,22,15,15,52
404031168,51,50,51,152
404031169,23,20,20,63
404031170,20,17,15,52
404031171,15,17,12,44
404031172,14,17,19,50
404031173,16,16,15,47
404031174,21,18,11,50
404031175,16,12,14,42
404031176,24,25,18,67
404031177,19,18,7,44
404031178,22,18,16,56
404031179,34,30,31,95
404031180,17,17,16,50
404031181,27,23,25,75
404031182,31,23,22,76
404031183,15,15,15,45
404031184,34,27,21,82
404031185,15,21,16,52
404031186,14,19,16,49
404031187,19,17,16,52
404031188,28,17,25,70
404031189,34,31,26,91
404031191,21,23,17,61
404031192,15,19,16,50
404031193,20,23,24,67
404031194,14,13,10,37
404031195,42,51,42,135
404031196,17,20,18,55
404031197,50,44,52,146
404031198,24,20,14,58
404031199,37,32,34,103
404031200,25,23,21,69
404031201,24,19,20,63
404031202,27,27,15,69
404031203,29,23,24,76
404031204,14,18,19,51
404031205,39,40,35,114
404031206,29,39,26,94
404031207,12,12,17,41
404031208,22,14,13,49
404031209,19,14,20,53
404031210,25,22,24,71
404031211,18,19,23,60
404031212,25,30,17,72
404031213,13,16,14,43
404031214,18,16,13,47
404031215,17,23,16,56
404031216,18,17,19,54
404031217,24,19,21,64
404031218,25,22,13,60
404031220,30,24,18,72
404031221,13,26,16,55
404031222,11,17,19,47
404031223,19,14,17,50
404031224,14,16,16,46
404031225,19,19,17,55
404031226,15,14,15,44
404031227,23,17,21,61
404031228,21,23,25,69
404031229,40,26,37,103
404031230,27,25,29,81
404031231,30,24,18,72
404031232,21,21,18,60
404031233,15,17,13,45
404031234,19,21,25,65
404031235,20,16,33,69
404031236,19,25,22,66
404031237,23,21,15,59
404031238,18,16,18,52
404031239,14,11,15,40
404031240,16,22,12,50
404031241,17,16,18,51
404031242,12,11,15,38
404031243,22,22,21,65
404031244,15,17,16,48
404031245,50,46,47,143
404031246,16,14,14,44
404031247,22,29,17,68
404031248,15,15,14,44
404031249,-,7,18,-
404031250,17,19,21,57
404031251,20,34,28,82
404031252,15,22,22,59
404031253,20,15,20,55
404031254,38,33,25,96
404031255,42,44,44,130
404031256,29,28,21,78
404031257,24,25,25,74
404031258,13,14,15,42
404031259,39,-,29,-
404031260,27,20,17,64
404031261,25,17,15,57
404031262,21,22,17,60
404031263,30,22,32,84
404031264,25,22,11,58
404031265,19,17,19,55
404031266,15,21,10,46
404031267,20,17,11,48
404031268,36,38,44,118
404031269,26,28,25,79
404031270,29,39,24,92
404031271,13,17,11,41
404031272,23,16,20,59
404031273,28,25,25,78
404031274,35,36,43,114
404031275,16,18,-,-
404031276,10,20,10,40
404031277,22,18,15,55
404031278,23,23,13,59
404031279,22,19,15,56
404031280,16,20,22,58
404031281,14,19,14,47
404031282,16,16,18,50
404031283,8,15,18,41
404031284,18,18,15,51
404031285,20,18,14,52
404031286,20,-,24,-
404031287,33,24,31,88
404031288,24,23,18,65
404031289,25,15,16,56
404031290,27,29,24,80
404031291,24,19,20,63
404031292,15,15,17,47
404031293,19,17,16,52
404031294,23,26,22,71
404031295,24,24,22,70
404031296,20,21,21,62
404031297,20,21,20,61
404031298,23,16,21,60
404031299,19,22,17,58
404031300,24,19,13,56
404031301,12,21,15,48
404031302,21,28,16,65
404031303,31,22,28,81
404031304,24,20,18,62
404031306,17,28,19,64
404031307,18,16,16,50
404031308,18,15,11,44
404031309,18,16,20,54
404031310,21,23,17,61
404031311,22,16,10,48
404031312,23,21,23,67
405030035,-,12,-,-
405030085,-,-,19,-
405030092,14,-,-,-
405030335,22,-,-,-
405031001,12,19,12,43
405031002,23,24,21,68
405031003,33,29,22,84
405031004,25,17,17,59
405031005,25,25,14,64
405031006,39,23,18,80
405031007,19,13,12,44
405031008,23,20,19,62
405031009,21,21,12,54
405031010,14,15,13,42
405031011,25,22,21,68
405031012,15,21,13,49
405031013,24,13,16,53
405031014,20,29,21,70
405031015,20,18,20,58
405031016,20,16,15,51
405031017,16,19,17,52
405031018,26,21,13,60
405031019,23,20,24,67
405031020,25,28,19,72
405031021,32,40,20,92
405031022,31,36,29,96
405031023,11,14,14,39
405031024,24,21,23,68
405031025,17,28,18,63
405031026,19,22,14,55
405031027,16,23,16,55
405031028,-,16,18,-
405031029,21,19,19,59
405031031,22,19,15,56
405031032,13,14,18,45
405031033,18,19,16,53
405031034,27,23,25,75
405031035,-,19,20,-
405031036,21,24,13,58
405031037,16,20,16,52
405031038,20,16,16,52
405031039,15,9,17,41
405031040,34,40,17,91
405031041,45,39,38,122
405031042,17,-,-,-
405031043,19,24,15,58
405031044,15,17,14,46
405031045,32,34,27,93
405031046,27,29,18,74
405031047,29,32,28,89
405031048,-,15,12,-
405031049,15,13,13,41
405031050,24,21,18,63
405031051,20,22,17,59
405031052,41,36,36,113
405031053,21,19,16,56
405031054,16,19,11,46
405031055,16,11,18,45
405031056,26,15,16,57
405031057,23,27,15,65
405031058,17,15,14,46
405031059,14,18,17,49
405031060,28,33,28,89
405031061,23,22,15,60
405031062,13,19,14,46
405031063,15,23,23,61
405031064,21,15,17,53
405031065,22,20,17,59
405031066,8,17,19,44
405031067,17,15,15,47
405031068,23,26,17,66
405031069,28,26,13,67
405031070,16,9,17,42
405031071,16,19,17,52
405031072,23,32,28,83
405031073,23,22,18,63
405031074,45,40,40,125
405031075,20,14,15,49
405031076,25,17,20,62
405031077,21,23,23,67
405031078,-,12,17,-
405031079,21,20,13,54
405031080,23,25,21,69
405031081,13,-,-,-
405031082,14,24,14,52
405031083,22,19,16,57
405031084,18,21,19,58
405031085,13,14,16,43
405031086,16,17,10,43
405031087,18,17,17,52
405031088,28,22,22,72
405031089,16,16,16,48
405031090,19,19,18,56
405031091,21,22,17,60
405031092,19,21,12,52
405031093,16,22,26,64
405031094,15,15,16,46
405031095,16,21,17,54
405031096,26,27,16,69
405031097,18,22,14,54
405031098,22,23,15,60
405031099,15,20,16,51
405031100,22,19,14,55
405031101,21,22,17,60
405031102,19,19,20,58
405031103,23,21,16,60
405031104,15,12,12,39
405031105,21,21,16,58
405031106,16,15,18,49
405031107,27,19,19,65
405031108,22,19,20,61
405031109,14,14,18,46
405031110,34,42,13,89
405031111,19,21,13,53
405031112,28,30,34,92
405031113,19,24,16,59
405031114,22,22,19,63
405031115,32,28,18,78
405031116,17,21,17,55
405031117,19,14,10,43
405031118,22,22,18,62
405031119,24,27,18,69
405031120,21,17,14,52
405031121,18,20,10,48
405031122,22,19,16,57
405031123,19,15,12,46
405031124,20,19,19,58
405031125,28,20,29,77
405031126,25,25,24,74
405031127,18,12,11,41
405031128,24,15,21,60
405031129,17,26,14,57
405031130,23,19,13,55
405031131,12,25,19,56
405031132,28,27,20,75
405031133,20,22,24,66
405031134,19,18,17,54
405031135,11,-,9,-
405031136,31,24,18,73
405031137,15,15,11,41
405031138,49,46,33,128
405031139,28,25,20,73
405031140,21,22,15,58
405031141,17,18,13,48
405031142,21,30,26,77
405031143,25,30,17,72
405031144,19,16,22,57
405031145,11,20,13,44
405031146,22,14,17,53
405031147,19,18,23,60
405031148,14,19,16,49
405031149,21,26,-,-
405031150,10,13,15,38
405031151,34,33,32,99
405031152,16,17,14,47
405031153,15,17,15,47
405031154,15,15,16,46
405031155,14,22,22,58
405031156,21,14,16,51
405031157,9,18,21,48
405031158,30,23,19,72
405031159,17,22,14,53
405031160,14,18,19,51
405031161,17,13,17,47
405031162,24,33,28,85
405031163,19,17,20,56
405031164,19,17,15,51
405031165,30,26,23,79
405031166,11,20,24,55
405031167,20,26,20,66
405031168,17,19,22,58
405031169,15,23,19,57
405031170,-,18,13,-
405031171,16,17,17,50
405031172,15,14,20,49
405031173,53,48,52,153
405031174,21,22,21,64
405031175,15,15,-,-
405031176,37,33,26,96
405031177,33,24,31,88
405031178,21,21,17,59
405031179,19,13,20,52
405031180,19,16,20,55
405031181,26,18,21,65
405031182,16,25,13,54
405031183,23,25,21,69
405031184,19,16,13,48
405031185,22,19,-,-
405031186,22,14,19,55
405031187,23,19,20,62
405031188,22,19,18,59
405031189,27,29,24,80
405031190,42,41,25,108
405031191,24,21,23,68
405031192,-,19,19,-
405031193,17,24,22,63
405031194,21,22,17,60
405031195,20,18,22,60
405031196,19,19,12,50
405031197,17,23,15,55
405031198,24,21,15,60
405031199,16,-,14,-
405031200,20,23,15,58
