CET Number,Physics,Chemistry,Math,Total
809031527,12,16,12,40
809031528,19,15,12,46
809031529,20,16,17,53
809031530,15,14,15,44
809031531,21,15,11,47
809031532,22,27,19,68
809031533,21,19,13,53
809031535,18,16,14,48
809031536,14,18,16,48
809031537,19,13,15,47
809031538,23,31,13,67
809031539,21,24,13,58
809031540,11,15,12,38
809031541,20,17,14,51
809031542,12,12,14,38
809031543,15,24,10,49
809031544,14,26,20,60
809031545,15,22,10,47
809031546,9,10,16,35
809031547,17,17,14,48
809031548,17,18,20,55
809031549,14,17,16,47
809031550,14,19,5,38
809031551,18,20,23,61
809031552,22,16,14,52
809031553,20,14,14,48
809031554,16,12,14,42
809031555,21,22,12,55
809031556,22,27,18,67
809031557,16,15,21,52
809031558,13,12,13,38
809031559,13,25,13,51
809031560,26,21,26,73
809031561,19,19,22,60
809031562,18,18,16,52
809031563,18,16,13,47
809031564,18,15,16,49
809031565,-,19,12,-
809031566,10,16,13,39
809031567,7,13,12,32
809031568,22,15,16,53
809031569,17,14,10,41
809031570,17,15,10,42
809031571,14,19,14,47
809031572,14,15,13,42
809031574,21,24,18,63
809031575,19,22,17,58
809031576,16,17,12,45
809031578,10,19,18,47
809031579,18,19,14,51
809031580,13,8,10,31
809031582,16,18,14,48
809031583,15,18,18,51
809031584,-,17,-,-
809031585,10,21,12,43
809031587,15,-,14,-
809031588,11,15,19,45
809031589,18,14,11,43
809031590,18,18,14,50
809031591,25,25,16,66
809031592,25,31,22,78
809031593,20,20,20,60
809031594,19,12,14,45
809031595,9,16,20,45
809031597,15,14,19,48
809031598,26,19,18,63
809031599,12,18,19,49
809031600,16,17,16,49
809031700,-,17,-,-
809031880,-,15,-,-
809031990,-,-,22,-
809033152,15,-,-,-
810030202,-,-,16,-
810030248,-,-,21,-
810030329,-,23,-,-
810031001,14,18,8,40
810031002,18,12,12,42
810031003,27,16,22,65
810031004,14,29,22,65
810031005,18,12,15,45
810031006,24,27,20,71
810031007,17,25,13,55
810031008,17,19,20,56
810031009,17,27,18,62
810031010,13,12,13,38
810031011,17,22,18,57
810031012,16,14,25,55
810031013,25,19,16,60
810031014,13,16,19,48
810031015,20,20,16,56
810031016,17,15,13,45
810031017,40,45,39,124
810031018,41,51,14,106
810031019,30,36,16,82
810031020,19,28,16,63
810031021,19,27,24,70
810031022,14,16,17,47
810031023,14,17,15,46
810031024,17,-,19,-
810031025,22,27,-,-
810031026,14,15,12,41
810031027,14,23,11,48
810031028,26,22,17,65
810031029,44,44,18,106
810031030,24,23,20,67
810031031,14,15,18,47
810031032,16,25,18,59
810031033,17,15,12,44
810031034,18,19,-,-
810031035,16,16,11,43
810031036,17,16,-,-
810031037,19,-,-,-
810031038,23,21,16,60
810031039,23,15,12,50
810031041,15,12,15,42
810031042,14,19,19,52
810031043,21,25,18,64
810031044,24,24,17,65
810031045,22,33,18,73
810031046,17,24,10,51
810031047,18,22,20,60
810031048,19,18,21,58
810031049,15,16,12,43
810031050,39,54,21,114
810031051,24,18,20,62
810031052,15,18,14,47
810031053,15,22,15,52
810031054,20,15,13,48
810031055,50,50,47,147
810031056,21,17,18,56
810031057,23,27,16,66
810031058,27,18,18,63
810031059,23,16,17,56
810031061,25,20,14,59
810031062,21,18,17,56
810031063,17,18,12,47
810031064,26,-,21,-
810031065,14,13,-,-
810031066,29,30,23,82
810031067,26,21,16,63
810031068,12,17,16,45
810031069,27,30,17,74
810031070,24,23,16,63
810031071,22,17,17,56
810031072,30,22,19,71
810031073,37,39,38,114
810031074,18,24,11,53
810031075,27,26,26,79
810031076,26,23,21,70
810031077,25,36,18,79
810031078,20,15,18,53
810031080,13,26,11,50
810031081,20,18,14,52
810031082,13,16,17,46
810031083,18,19,20,57
810031084,19,13,15,47
810031085,18,18,23,59
810031086,30,30,23,83
810031087,19,19,15,53
810031088,16,18,14,48
810031089,18,16,12,46
810031090,30,28,-,-
810031091,-,18,11,-
810031092,18,31,19,68
810031094,22,13,19,54
810031095,23,21,19,63
810031096,25,21,20,66
810031097,37,42,24,103
810031098,23,30,15,68
810031099,20,27,17,64
810031100,31,19,29,79
810031101,40,41,26,107
810031102,20,11,10,41
810031103,18,21,12,51
810031104,27,29,22,78
810031105,12,19,17,48
810031106,26,15,20,61
810031107,18,21,16,55
810031108,24,16,18,58
810031109,18,17,23,58
810031110,22,22,15,59
810031111,14,20,17,51
810031112,20,19,19,58
810031113,-,21,16,-
810031114,31,29,13,73
810031115,14,17,18,49
810031116,13,12,14,39
810031117,33,25,15,73
810031118,21,21,14,56
810031119,12,18,-,-
810031120,37,37,29,103
810031121,18,31,18,67
810031122,17,19,19,55
810031123,26,17,23,66
810031124,25,16,23,64
810031125,18,22,17,57
810031126,25,31,20,76
810031127,12,18,16,46
810031128,13,14,16,43
810031129,12,16,12,40
810031130,32,22,26,80
810031131,18,17,21,56
810031132,24,19,21,64
810031133,22,17,19,58
810031134,16,20,15,51
810031135,22,19,23,64
810031136,36,53,25,114
810031137,17,13,18,48
810031138,26,15,15,56
810031139,14,14,15,43
810031140,14,18,11,43
810031141,18,31,16,65
810031142,21,15,13,49
810031143,22,19,16,57
810031144,24,32,20,76
810031145,35,47,22,104
810031146,20,15,15,50
810031147,40,35,32,107
810031148,38,30,18,86
810031149,45,44,20,109
810031150,24,27,21,72
810031151,27,18,19,64
810031152,31,19,12,62
810031153,12,20,15,47
810031154,-,20,12,-
810031155,25,27,15,67
810031156,24,26,18,68
810031157,23,10,15,48
810031158,21,22,11,54
810031159,18,19,20,57
810031160,29,19,23,71
810031161,20,21,16,57
810031162,30,22,-,-
810031163,40,46,45,131
810031164,23,25,18,66
810031165,28,33,19,80
810031166,36,38,29,103
810031167,29,46,14,89
810031168,26,18,18,62
810031169,19,21,14,54
810031170,25,24,-,-
810031171,21,22,13,56
810031172,27,18,17,62
810031173,31,21,21,73
810031174,19,20,15,54
810031175,16,21,14,51
810031176,22,18,15,55
810031177,11,13,14,38
810031178,49,55,19,123
810031179,17,22,18,57
810031180,29,25,16,70
810031181,20,9,14,43
810031182,14,24,24,62
810031183,16,20,-,-
810031184,15,20,21,56
810031185,29,30,20,79
810031186,21,22,16,59
810031187,41,43,20,104
810031188,18,13,15,46
810031189,17,16,13,46
810031190,12,19,13,44
810031191,19,18,16,53
810031192,26,21,17,64
810031193,20,19,22,61
810031194,20,13,12,45
810031195,16,20,16,52
810031196,21,14,15,50
810031197,23,20,15,58
810031198,19,-,17,-
810031199,16,12,11,39
810031200,12,13,19,44
810031201,31,21,27,79
810031202,15,16,-,-
810031203,18,16,12,46
810031204,-,18,19,-
810031205,12,16,20,48
810031206,16,15,19,50
810031207,23,22,18,63
810031208,20,26,25,71
810031209,14,15,16,45
810031210,14,15,13,42
810031211,14,14,14,42
810031212,16,23,17,56
810031213,17,23,17,57
810031214,31,27,23,81
810031215,12,17,24,53
810031216,18,21,19,58
810031217,13,20,18,51
810031218,17,24,22,63
810031220,16,-,16,-
810031221,49,51,17,117
810031222,19,27,13,59
810031223,19,21,16,56
810031224,28,24,25,77
810031225,22,11,15,48
810031226,18,18,15,51
810031227,16,17,13,46
810031228,18,21,18,57
810031229,15,16,17,48
810031230,26,27,20,73
810031231,14,15,14,43
810031232,13,20,11,44
810031233,16,18,24,58
810031234,13,25,19,57
810031235,17,14,18,49
810031236,26,24,19,69
810031237,16,17,17,50
810031238,13,17,12,42
810031239,15,16,14,45
810031240,21,30,23,74
810031241,34,31,21,86
810031242,16,18,17,51
810031243,18,16,22,56
810031244,15,-,16,-
810031245,20,15,12,47
810031246,17,14,14,45
810031247,16,13,19,48
810031248,25,24,-,-
810031249,20,18,13,51
810031250,19,21,15,55
810031251,18,18,22,58
810031252,12,17,12,41
810031253,23,18,15,56
810031254,35,46,33,114
810031255,16,18,19,53
810031256,18,19,27,64
810031257,48,46,49,143
810031258,19,17,15,51
810031259,13,18,12,43
810031260,20,13,11,44
810031261,18,13,14,45
810031262,14,22,14,50
810031263,17,13,14,44
810031264,10,16,16,42
810031265,26,15,14,55
810031266,13,-,21,-
810031267,16,22,12,50
810031268,-,16,7,-
810031269,18,17,18,53
810031270,28,19,18,65
810031271,14,15,13,42
810031272,14,21,11,46
810031273,26,20,19,65
810031274,24,24,27,75
810031275,32,14,17,63
810031276,20,18,9,47
810031278,-,10,11,-
810031279,17,14,16,47
810031280,26,17,16,59
810031281,15,19,15,49
810031282,17,21,12,50
810031283,16,15,13,44
810031284,11,17,11,39
810031285,21,23,15,59
810031286,-,14,18,-
810031287,17,16,16,49
810031288,21,24,14,59
810031289,20,-,21,-
810031290,13,12,14,39
810031291,13,16,18,47
810031292,12,17,17,46
810031293,18,17,13,48
810031294,14,18,16,48
810031295,24,22,22,68
810031296,23,13,18,54
810031297,21,16,9,46
810031298,22,16,15,53
810031299,15,14,20,49
810031300,17,23,11,51
810031301,12,12,15,39
810031303,-,15,22,-
810031304,15,14,15,44
810031305,19,11,17,47
810031306,11,21,15,47
810031307,15,22,18,55
810031308,12,16,10,38
810031309,7,14,13,34
810031310,37,29,30,96
810031311,17,15,12,44
810031312,13,18,17,48
810031313,18,16,11,45
810031314,19,17,15,51
810031315,28,24,17,69
810031316,20,28,24,72
810031317,-,21,15,-
810031318,16,17,19,52
810031319,24,19,13,56
810031320,11,22,14,47
810031321,29,30,22,81
810031322,28,20,14,62
810031323,31,26,23,80
810031324,15,15,19,49
810031325,26,20,23,69
810031326,24,16,15,55
810031327,16,15,21,52
810031328,24,21,13,58
810031329,18,-,17,-
810031330,22,18,17,57
810031331,16,19,12,47
810031332,13,18,13,44
810031333,-,13,13,-
810031334,19,21,20,60
810031335,9,21,23,53
810031336,19,24,25,68
810031337,17,18,13,48
810031338,14,17,12,43
810031339,19,19,15,53
810031341,16,18,19,53
810031342,29,26,20,75
810031343,20,20,8,48
810031344,17,20,16,53
810031345,18,26,16,60
810031347,23,16,18,57
810031350,19,12,14,45
810031351,20,16,13,49
810031352,-,15,10,-
810031354,20,14,19,53
810031355,19,25,12,56
810031356,16,17,12,45
810031357,19,24,14,57
810031358,15,25,16,56
810031359,17,11,12,40
810031360,21,15,14,50
810031361,35,30,15,80
810031362,25,34,26,85
810031363,21,16,14,51
810031365,17,13,13,43
810031366,21,15,21,57
810031367,9,13,17,39
810031368,20,29,25,74
810031369,24,18,23,65
810031370,15,16,16,47
810031371,31,25,13,69
810031372,14,9,15,38
810031373,21,14,-,-
810031374,19,21,14,54
810031375,26,24,20,70
810031376,19,14,11,44
810031377,17,19,18,54
810031378,25,20,19,64
810031379,35,41,19,95
810031380,15,20,17,52
810031381,22,16,11,49
810031382,19,18,17,54
810031383,25,14,20,59
810031384,13,17,15,45
810031385,12,16,15,43
810031386,19,16,17,52
810031387,23,18,17,58
810031388,17,19,13,49
810031389,14,14,14,42
810031390,25,38,18,81
810031391,14,16,11,41
810031392,16,16,15,47
810031393,25,16,18,59
810031394,24,24,13,61
810031395,24,28,19,71
810031396,8,19,16,43
810031397,-,23,11,-
810031398,17,13,16,46
810031399,22,23,15,60
810031400,15,21,15,51
810031401,20,11,11,42
810031402,22,12,12,46
810031403,14,12,12,38
810031404,22,29,16,67
810031405,18,16,21,55
810031406,14,18,13,45
810031408,15,15,15,45
810031409,15,18,-,-
810031410,19,23,17,59
810031411,18,18,18,54
810031412,15,-,-,-
810031413,22,18,16,56
810031414,10,22,16,48
810031415,17,22,22,61
810031416,19,20,13,52
810031417,34,40,31,105
810031419,17,16,14,47
810031420,21,19,11,51
810031421,21,19,20,60
810031422,24,21,17,62
810031423,20,20,19,59
810031424,17,12,12,41
810031425,17,11,14,42
810031426,15,15,23,53
810031427,23,18,14,55
810031428,-,-,15,-
810031429,-,14,17,-
810031430,16,15,8,39
810031431,16,17,19,52
810033065,-,-,17,-
810033183,-,-,20,-
811030154,-,-,14,-
811030345,16,-,-,-
811030409,-,-,13,-
811031001,15,19,15,49
811031002,8,22,15,45
811031003,18,14,17,49
811031004,21,20,14,55
811031005,18,14,18,50
811031006,18,15,17,50
811031007,26,17,17,60
811031008,13,20,18,51
811031009,22,20,16,58
811031010,-,17,13,-
811031011,23,19,17,59
811031012,16,16,16,48
811031013,18,10,11,39
811031014,42,46,14,102
811031015,24,29,32,85
811031016,33,33,26,92
811031017,22,19,24,65
811031018,18,-,22,-
811031019,27,23,14,64
811031020,23,17,22,62
811031021,-,17,18,-
811031022,24,30,15,69
811031023,25,26,17,68
811031024,23,21,15,59
811031025,33,27,24,84
811031026,16,20,-,-
811031027,19,24,12,55
811031028,17,22,14,53
811031029,29,17,15,61
811031030,22,25,19,66
811031031,23,25,12,60
811031032,19,18,17,54
811031033,37,40,26,103
811031034,18,18,14,50
811031035,38,44,22,104
811031036,53,41,16,110
811031037,24,23,13,60
811031038,19,21,24,64
811031039,33,26,23,82
811031040,-,37,18,-
811031041,14,23,13,50
811031042,18,21,19,58
811031043,23,20,18,61
811031044,22,14,21,57
811031045,19,20,15,54
811031046,38,47,10,95
811031047,16,18,17,51
811031048,13,15,13,41
811031049,16,22,14,52
811031050,23,26,18,67
811031051,-,10,14,-
811031052,18,19,11,48
811031053,27,23,25,75
811031054,-,24,13,-
811031055,21,22,14,57
811031056,20,18,23,61
811031057,27,19,23,69
811031058,27,22,19,68
811031059,18,17,14,49
811031060,12,23,18,53
811031061,23,21,14,58
811031062,14,24,23,61
811031063,23,27,25,75
811031065,32,19,29,80
811031066,31,41,-,-
811031067,15,16,22,53
811031068,27,20,15,62
811031069,27,26,11,64
811031070,30,47,19,96
811031071,21,15,15,51
811031072,16,-,11,-
811031073,20,19,22,61
811031074,26,19,25,70
811031075,16,12,23,51
811031076,36,31,-,-
811031077,21,21,17,59
811031078,11,15,15,41
811031079,18,-,19,-
811031080,18,18,11,47
811031081,17,18,15,50
811031082,16,23,17,56
811031083,20,18,23,61
811031084,18,17,26,61
811031085,12,19,15,46
811031086,26,23,15,64
811031087,19,22,17,58
811031088,18,26,13,57
811031089,20,20,23,63
811031090,21,18,13,52
811031091,17,23,18,58
811031092,27,27,25,79
811031093,22,20,19,61
811031094,21,19,22,62
811031095,14,17,21,52
811031096,10,19,8,37
811031097,26,27,19,72
811031098,24,26,19,69
811031099,23,20,20,63
811031100,21,21,22,64
811031101,41,41,29,111
811031102,14,19,14,47
811031103,40,37,22,99
811031104,17,21,18,56
811031105,19,18,14,51
811031106,44,52,29,125
811031107,16,15,16,47
811031108,19,16,13,48
811031109,27,28,18,73
811031110,24,20,14,58
811031111,15,20,16,51
811031112,17,18,17,52
811031113,17,15,17,49
811031114,14,27,14,55
811031115,13,18,20,51
811031116,21,19,15,55
811031117,16,15,16,47
811031118,23,16,21,60
811031119,12,10,15,37
811031120,23,21,15,59
811031121,18,15,10,43
811031122,24,17,17,58
811031123,23,32,26,81
811031124,26,33,27,86
811031125,24,19,24,67
811031126,37,23,42,102
811031127,51,54,23,128
811031128,19,15,12,46
811031130,13,20,13,46
811031131,12,18,14,44
811031132,17,17,10,44
811031133,18,14,11,43
811031134,15,12,19,46
811031135,18,22,16,56
811031136,24,25,17,66
811031137,18,20,22,60
811031138,19,25,20,64
811031139,-,-,15,-
811031140,14,16,13,43
811031141,22,18,15,55
811031142,20,15,16,51
811031143,24,15,17,56
811031144,17,17,16,50
811031145,15,15,17,47
811031147,20,24,19,63
811031148,21,17,13,51
811031149,20,24,14,58
811031150,13,24,16,53
811031151,20,21,15,56
811031152,17,17,11,45
811031153,14,15,13,42
811031154,15,13,-,-
811031155,19,19,15,53
811031156,18,13,12,43
811031157,19,16,10,45
811031158,13,19,9,41
811031159,31,34,23,88
811031161,19,17,17,53
811031162,20,25,19,64
811031163,18,20,17,55
811031165,26,23,24,73
811031166,-,24,14,-
811031167,16,19,14,49
811031168,16,22,20,58
811031169,25,23,27,75
811031170,-,20,14,-
811031171,10,-,16,-
811031172,16,10,15,41
811031173,21,19,20,60
811031174,22,28,15,65
811031175,24,32,20,76
811031176,16,16,15,47
811031177,9,9,11,29
811031178,18,17,12,47
811031179,18,23,11,52
811031180,20,26,19,65
811031181,14,15,16,45
811031182,11,11,9,31
811031183,27,21,20,68
811031184,26,24,22,72
811031185,29,21,16,66
811031186,33,29,24,86
811031187,14,17,14,45
811031188,20,14,15,49
811031189,-,23,13,-
811031190,24,21,15,60
811031191,19,20,11,50
811031192,9,19,14,42
811031193,30,23,34,87
811031194,25,28,21,74
811031195,13,24,15,52
811031196,21,11,17,49
811031197,15,10,17,42
811031198,21,20,19,60
811031199,18,22,18,58
811031200,20,15,16,51
811031201,35,40,28,103
811031202,15,26,16,57
811031203,22,18,19,59
811031204,17,20,26,63
811031205,35,32,24,91
811031206,21,17,15,53
811031207,19,15,13,47
811031208,18,17,16,51
811031209,-,15,16,-
811031210,18,21,18,57
811031211,17,18,17,52
811031212,35,32,32,99
811031213,-,18,16,-
811031214,31,27,24,82
811031215,12,7,13,32
811031216,28,25,22,75
811031217,30,42,22,94
811031219,19,17,15,51
811031220,18,22,16,56
811031221,24,23,22,69
811031222,14,10,12,36
811031223,16,24,22,62
811031224,-,-,18,-
811031225,-,20,17,-
811031226,19,18,18,55
811031227,26,25,14,65
811031228,30,24,12,66
811031229,20,23,22,65
811031230,17,18,13,48
811031231,14,16,21,51
811031233,26,32,17,75
811031234,-,23,15,-
811031235,19,21,17,57
811031236,-,41,25,-
811031237,29,26,20,75
811031238,25,23,35,83
811031239,11,13,15,39
811031240,22,17,16,55
811031241,22,22,12,56
811031242,30,28,20,78
811031243,19,14,15,48
811031244,17,23,13,53
811031245,16,20,15,51
811031246,14,21,12,47
811031247,16,19,16,51
811031248,16,24,13,53
811031249,13,13,15,41
811031251,19,-,23,-
811031252,17,14,15,46
811031253,17,19,16,52
811031254,20,16,12,48
811031255,21,27,14,62
811031256,15,21,15,51
811031257,20,21,9,50
811031258,24,28,17,69
811031259,20,15,10,45
811031260,26,30,17,73
811031261,23,17,14,54
811031262,18,18,18,54
811031263,20,26,18,64
811031264,-,10,16,-
811031265,26,23,23,72
811031266,17,13,15,45
811031267,16,14,17,47
811031268,9,18,8,35
811031269,24,26,11,61
811031270,17,19,19,55
811031271,28,32,17,77
811031272,13,22,18,53
811031273,33,30,19,82
811031274,18,18,20,56
811031275,-,-,20,-
811031276,17,21,23,61
811031277,18,18,16,52
811031278,13,19,17,49
811031279,14,18,15,47
811031280,20,23,17,60
811031281,16,18,10,44
811031282,14,12,16,42
811031283,20,13,14,47
811031284,17,21,14,52
811031285,19,20,12,51
811031286,15,21,21,57
811031287,16,19,16,51
811031288,20,29,10,59
811031289,19,20,18,57
811031290,12,19,23,54
811031291,24,20,15,59
811031292,27,26,16,69
811031293,-,21,21,-
811031294,-,18,14,-
811031295,15,23,11,49
811031296,23,27,16,66
811031297,15,21,23,59
811031298,23,23,17,63
811031299,22,20,14,56
811031300,15,17,12,44
811031301,23,21,13,57
811031302,22,19,17,58
811031303,19,16,18,53
811031304,16,10,-,-
811031305,20,18,17,55
811031306,18,16,21,55
811031307,24,22,21,67
811031308,14,21,18,53
811031309,24,23,17,64
811031310,19,15,18,52
811031311,19,-,13,-
811031312,18,23,20,61
811031313,14,25,7,46
811031314,16,19,12,47
811031315,26,32,27,85
811031316,-,16,19,-
811031317,14,19,16,49
811031318,-,19,20,-
811031319,26,23,26,75
811031320,18,12,12,42
811031322,27,23,24,74
811031323,-,20,26,-
811031325,16,22,11,49
811031326,22,21,24,67
811031327,14,18,12,44
811031328,17,18,16,51
811031329,15,15,19,49
811031330,18,21,-,-
811031332,13,19,18,50
811031333,17,15,21,53
811031335,19,15,20,54
811031336,22,14,13,49
811031337,18,16,13,47
811031338,16,12,15,43
811031339,13,15,15,43
811031340,19,18,14,51
811031341,18,16,14,48
811031342,17,20,18,55
811031343,18,19,11,48
811031344,12,14,12,38
811031345,-,15,18,-
811031346,27,11,20,58
811031347,14,10,15,39
811031348,18,19,20,57
811031349,16,15,15,46
811031350,19,14,12,45
811031351,20,19,19,58
811031352,-,22,7,-
811031353,28,17,20,65
811031355,15,-,-,-
811031357,24,15,16,55
811031359,14,14,13,41
811031360,29,10,15,54
811031361,-,-,14,-
811031362,19,18,9,46
811031363,20,18,16,54
811031364,19,15,17,51
811031365,13,21,14,48
811031366,18,22,18,58
811031367,20,15,17,52
811031368,26,29,17,72
811031369,23,17,19,59
811031370,22,16,20,58
811031371,17,20,18,55
811031372,18,13,15,46
811031373,14,18,17,49
811031374,23,21,18,62
811031375,17,12,21,50
811031376,22,17,14,53
811031377,23,12,9,44
811031378,-,16,18,-
811031379,38,29,22,89
811031380,13,19,12,44
811031381,17,16,13,46
811031382,34,31,14,79
811031383,14,21,17,52
811031384,21,15,17,53
811031385,22,19,12,53
811031386,14,22,12,48
811031387,15,15,21,51
811031388,15,16,16,47
811031389,23,19,17,59
811031390,16,17,16,49
811031391,21,14,17,52
811031392,14,20,17,51
811031393,15,20,19,54
811031394,33,18,22,73
811031395,20,23,14,57
811031396,21,16,23,60
811031397,20,21,23,64
811031398,16,17,17,50
811031399,12,17,22,51
811031400,21,18,19,58
811031401,14,8,12,34
811031402,19,14,22,55
811031403,11,14,11,36
811031405,14,19,17,50
811031406,16,14,16,46
811031407,20,17,22,59
811031408,19,-,14,-
811031409,15,-,-,-
811031410,20,24,21,65
811031412,15,17,15,47
811031413,15,16,18,49
811031414,20,18,21,59
811031415,20,18,17,55
811031416,16,23,16,55
811031417,-,6,11,-
811031418,15,5,15,35
811031419,15,19,11,45
811031421,16,21,14,51
811031422,14,17,15,46
811031423,12,19,17,48
811031424,-,17,12,-
811031425,24,16,14,54
811031426,21,18,17,56
811031427,22,14,16,52
811031428,18,14,13,45
811031429,16,15,15,46
811031430,18,18,9,45
811031431,37,31,25,93
811031432,18,-,14,-
811031484,18,-,-,-
811031489,-,20,-,-
811031771,-,13,-,-
811032180,16,-,-,-
811033018,-,18,-,-
811033408,-,12,-,-
812031001,40,41,24,105
812031002,24,30,28,82
812031003,30,34,22,86
812031004,17,15,11,43
812031005,17,23,15,55
812031006,25,19,15,59
812031007,17,20,13,50
812031008,29,28,16,73
812031009,22,21,20,63
812031010,21,24,20,65
812031011,19,20,14,53
812031012,16,21,18,55
812031013,20,21,15,56
812031014,36,-,28,-
812031015,17,23,11,51
812031016,29,24,21,74
812031017,11,9,-,-
812031018,18,16,23,57
812031019,39,41,20,100
812031020,17,21,17,55
812031021,23,22,25,70
812031022,13,12,10,35
812031023,16,18,15,49
812031024,45,47,31,123
812031025,20,23,18,61
812031026,20,15,18,53
812031027,24,19,32,75
812031028,24,21,9,54
812031029,18,14,9,41
812031030,26,18,12,56
812031031,13,26,-,-
812031032,17,16,22,55
812031033,15,15,18,48
812031034,38,18,40,96
812031035,23,15,14,52
812031036,27,14,14,55
812031037,22,18,20,60
812031038,13,14,14,41
812031039,20,16,17,53
812031040,22,19,15,56
812031041,21,20,16,57
812031042,25,14,17,56
812031043,26,19,22,67
812031044,34,18,25,77
812031045,21,12,22,55
812031046,30,18,21,69
812031048,23,13,-,-
812031049,15,19,20,54
812031050,22,16,20,58
812031051,17,26,19,62
812031052,23,48,51,122
812031053,19,15,18,52
812031054,21,21,15,57
812031055,22,27,24,73
812031056,16,17,14,47
812031057,22,14,16,52
812031058,21,20,20,61
812031059,30,33,26,89
812031060,25,35,25,85
812031061,23,18,13,54
812031062,38,35,31,104
812031063,16,21,15,52
812031064,22,21,16,59
812031065,26,24,11,61
812031066,22,19,18,59
812031067,16,16,13,45
812031068,18,16,18,52
812031069,17,16,19,52
812031070,18,20,15,53
812031071,21,17,12,50
812031072,24,26,21,71
812031073,24,24,14,62
812031074,20,21,18,59
812031075,34,37,18,89
812031076,38,37,39,114
812031077,15,18,17,50
812031078,14,17,16,47
812031079,14,20,22,56
812031080,17,22,19,58
812031081,52,49,34,135
812031082,26,15,27,68
812031083,22,21,16,59
812031084,15,16,23,54
812031085,27,32,24,83
812031086,30,29,23,82
812031087,18,13,13,44
812031088,22,23,13,58
812031089,40,46,20,106
812031090,32,23,28,83
812031091,17,20,11,48
812031092,24,14,13,51
812031093,54,47,22,123
812031094,12,10,9,31
812031095,19,14,20,53
812031097,23,25,24,72
812031098,18,19,-,-
812031099,19,18,15,52
812031100,25,20,22,67
812031101,17,16,19,52
812031102,18,20,11,49
812031103,36,27,20,83
812031104,15,10,16,41
812031105,23,28,14,65
812031106,21,15,20,56
812031107,19,27,20,66
812031108,19,22,15,56
812031109,13,15,13,41
812031110,20,11,19,50
812031111,17,13,17,47
812031112,19,17,20,56
812031113,26,36,19,81
812031114,16,21,-,-
812031115,17,19,16,52
812031116,19,18,21,58
812031117,13,12,17,42
812031118,9,24,21,54
812031119,23,22,19,64
812031120,18,16,14,48
812031121,27,18,19,64
812031122,23,15,-,-
812031123,27,15,15,57
812031124,22,19,12,53
812031125,21,22,21,64
812031127,11,13,12,36
812031128,18,17,17,52
812031129,23,16,17,56
812031130,20,18,18,56
812031131,-,22,25,-
812031132,30,28,22,80
812031133,21,23,15,59
812031135,26,24,-,-
812031136,18,21,17,56
812031137,18,17,16,51
812031138,42,49,27,118
812031139,25,18,17,60
812031140,17,18,17,52
812031141,24,27,19,70
812031142,27,28,15,70
812031143,13,20,19,52
812031144,23,29,16,68
812031145,28,34,23,85
812031146,19,23,11,53
812031147,19,23,15,57
812031148,20,15,18,53
812031149,18,15,19,52
812031150,13,20,11,44
812031151,11,19,16,46
812031152,-,14,21,-
812031153,17,10,15,42
812031155,17,18,19,54
812031156,21,25,17,63
812031157,15,13,11,39
812031158,22,30,21,73
812031159,10,14,16,40
812031160,28,23,14,65
812031161,24,29,19,72
812031162,-,19,14,-
812031163,15,19,12,46
812031164,20,29,25,74
812031165,26,22,14,62
812031166,15,17,15,47
812031167,25,18,18,61
812031169,21,24,12,57
812031170,45,57,21,123
812031171,17,17,18,52
812031172,19,26,18,63
812031173,18,20,13,51
812031174,21,19,10,50
812031176,22,11,15,48
812031177,19,14,19,52
812031178,19,13,17,49
812031179,20,16,11,47
812031180,17,21,17,55
812031181,13,17,8,38
812031182,15,12,15,42
812031183,16,16,17,49
812031184,19,17,22,58
812031185,13,14,13,40
812031186,-,19,14,-
812031187,20,15,15,50
812031188,20,14,16,50
812031189,45,43,37,125
812031190,-,18,18,-
812031191,17,17,12,46
812031192,24,20,15,59
812031193,17,18,10,45
812031194,18,23,16,57
812031195,25,25,23,73
812031196,10,16,15,41
812031197,14,15,16,45
812031198,-,21,13,-
812031199,20,16,16,52
812031200,17,22,14,53
812031201,15,17,13,45
812031202,18,22,17,57
812031203,16,20,15,51
812031204,20,15,18,53
812031206,32,31,16,79
812031207,18,18,13,49
812031208,21,23,-,-
812031209,19,15,17,51
812031210,21,27,20,68
812031211,13,15,21,49
812031212,22,20,22,64
812031213,27,27,21,75
812031214,22,22,16,60
812031215,15,15,14,44
812031216,13,23,17,53
812031217,40,49,25,114
812031218,16,16,17,49
812031219,-,28,18,-
812031220,18,14,15,47
812031221,20,13,14,47
812031222,20,20,17,57
812031224,21,21,16,58
812031225,10,17,13,40
812031226,20,7,16,43
812031227,21,18,15,54
812031228,15,21,17,53
812031229,-,26,23,-
812031230,28,23,17,68
812031231,24,25,20,69
812031232,18,10,17,45
812031233,18,15,17,50
812031235,23,28,14,65
812031236,17,22,15,54
812031237,14,12,16,42
812031238,16,25,19,60
812031239,17,22,19,58
812031240,16,14,13,43
812031241,21,20,16,57
812031242,32,37,17,86
812031243,16,22,14,52
812031244,14,15,21,50
812031245,21,19,18,58
812031246,28,21,28,77
812031248,23,16,12,51
812031249,17,11,16,44
812031250,16,14,19,49
812031251,12,17,13,42
812031252,20,21,19,60
812031253,19,21,13,53
812031254,30,43,16,89
812031255,38,46,29,113
812031256,26,20,20,66
812031257,17,13,15,45
812031258,20,14,20,54
812031259,26,19,14,59
